324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3455,17,56,5384,585,15,1,706,137,36,79,3,79,2135,18,204,2,33,940,2,1,769,2,1,443
1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,706,137,26,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,910,3,4176,1,1127,2,1,443,15,2275,11,1,284,4,426,20,1,298,7,3897,717,0,0,0
7,3,6125,3,109,41,2,1,260,2,1,706,1602,107,2,7242,7,7243,7,259,6126,17,7244,3897,717
1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,124,24,9113,204,2526,29,1,2845,151,1779,7,1,141,137,9,29,1,848,2,1,284,2,1,443
1,1012,769,2,1,443,400,2527,85,9,1732,1698,1128,1,284,0,0,0,0,0,0,0,0,0,0
83,5,75,2,1,157,1604,14,1,204,137,9,4871,5,3898,1438,2,1,1012,9114,5386,18,5,79,313
22,85,9,607,33,940,2,1,1012,769,7,9115,20,1,2423,22,38,61,4,426,20,317,324,1037,641
4,41,56,1013,29,1,496,2,1,706,395,2136,11,3272,572,2,41,9116,970,4,1,3899,2,1,443
1,443,137,811,336,7,200,4,426,20,19,1491,15,2623,11,1,284,1171,0,0,0,0,0,0,0
1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3270,46,137,9,427,15,40,10,381,3,1,2423,18,204,2,769,411,4,19,1491,44,126,324,1037
56,1462,52,3456,148,4,1,141,753,2,6130,1,380,36,6,2,1,443,3,6,2,1,284,0,0
400,206,324,1037,4,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3455,17,56,9117,585,15,1,706,137,36,79,3,79,2135,11,1,145,2,7249,1,769,2,1,443
1014,4,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3455,17,56,5384,585,15,1,706,137,36,79,3,79,2135,18,204,2,33,940,2,1,769,2,1,443
21,403,167,54,42,8,41,718,1147,128,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,4,1,2137,3,16,21,26,381,18,1,284,478,108,18,1,443,4872,1462,1,341,4,325,3,666
2,287,2,265,44,1,507,315,3900,30,2847,16,8,98,3,1222,77,1273,392,707,2624,727,2202,17,122
4,6,922,1,1605,8,296,3,9,231,2,1,284,11,1,79,116,2,6122,2139,3896,7250,443,0,0
1,150,8,400,54,6,8,957,3,2965,666,196,36,1,443,1606,4,421,6,0,0,0,0,0,0
114,15,21,26,467,73,1,1029,2,46,515,46,11,1,145,2,666,8,13,1371,20,6,2,1372,369
347,485,3,69,86,8,1,327,2,1,410,61,14,5,3,111,11,1,145,2,5,31,858,2,666
1,210,1558,41,666,150,15,90,42,8,5,1408,183,11,1,515,2,336,17,200,20,43,353,269,667
2,6,886,42,8,43,2743,128,1,150,2,515,11,666,145,7,1,327,2,1,506,62,2,1372,369
32,6,8,5,3107,13,5,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,2,1,269,46,506,62,708,1253,764,9118,11,384,5387,1,222,69,86,410,37,61,14,439,3,439
384,58,19,9,5,178,11,7251,4,220,1,7252,2,666,8,1318,13,14,536,6131,14,506,183,0,0
3,86,486,1,399,1130,3,9,6132,1373,15,20,586,399,18,1,110,2,1,7253,322,3,1,174,210
130,107,210,1,175,2,1521,941,93,14,1,399,9119,52,17,52,13,789,1,70,399,275,0,0,0
47,84,13,872,84,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,2,1030,7,1091,57,2848,5388,200,330,573,2081,5389,6133,727,717,132,0,0,0,0,0,0,0,0
138,6,399,12,2204,18,1,449,282,366,93,5,6136,5390,478,108,18,1,2849,1972,136,9129,28,34,149
1,9130,31,4873,1922,4,1,2205,22,8,468,3,2965,36,1,5390,7,13,4,1,1012,2205,2346,14,6137
1,595,7257,2,1,292,12,102,3273,4,871,2,1030,7,1091,57,7258,9132,330,230,2081,6138,5391,206,324
27,9,1,618,2739,36,79,3,79,7,1,66,7,708,2,1,2739,27,1409,83,18,1,292,128,109
1,2739,7,1,2739,27,9,4178,17,1171,500,3,353,269,11,86,47,82,17,86,12,388,18,64,598
418,2,196,3,2530,11,7,3,237,666,167,1,1702,148,8,1,171,2,25,2422,53,5,2,1,30
11,5,3270,17,56,311,743,17,2741,453,3,63,284,55,171,8,1865,3,9,1,1271,18,2,5,380
5,9133,515,32,10,101,709,6,1,443,8,1271,18,5,380,7,97,9,130,1,942,2,169,742,399
30,8,900,6,1,1109,2,24,443,58,13,9,1173,36,666,651,129,10,12,4866,7,13,5,159,65
10,8,958,6,619,42,8,24,46,443,46,130,1,221,2,1,30,0,0,0,0,0,0,0,0
40,42,50,41,403,184,6,10,8,29,702,24,46,1317,46,0,0,0,0,0,0,0,0,0,0
1,443,38,284,5,706,7,5,5393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,38,298,1867,18,1,284,16,4495,1,1109,2,1,443,7,63,284,0,0,0,0,0,0,0,0
42,8,192,24,9134,11,1,171,2,1,618,200,0,0,0,0,0,0,0,0,0,0,0,0,0
1,443,787,63,706,3902,4870,7,1,3109,7,1703,2,284,0,0,0,0,0,0,0,0,0,0,0
1,443,8,2850,3,4874,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,284,2,1,443,37,208,3,303,36,1,2425,2,1,443,0,0,0,0,0,0,0,0,0,0
4,1,2739,46,298,2201,3,1,1491,1,508,3270,8,149,3,911,3,55,2423,18,204,2,769,72,1780
1,5394,37,495,1200,3,1,443,7,47,84,13,989,3,56,284,77,37,73,3,250,1,1222,0,0
75,2,1,157,1604,14,1,204,137,9,4871,5,3898,1438,2,1,1012,769,5386,18,5,79,313,72,1442
11,466,812,4,231,39,5,2626,282,108,1,4871,940,2,769,1,970,3,9,521,1374,3,1,314,650
397,2,287,2,265,3,9,1,1605,16,4,342,3274,1346,2,3457,1,922,8,1923,18,598,2,1,443
9135,15,357,14,6139,7,1,443,6140,7,7260,912,37,3,9,521,89,14,706,284,7,284,2,1,443
1,443,101,13,7261,9136,9137,17,9138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4496,3111,3903,18,56,1222,3,1110,1016,7,848,3,1,443,40,5,6129,38,3,9,248,1522,0,0
4,1056,787,1,1169,1559,1,943,2,5,3896,17,2961,791,3,2347,2744,3,2739,4,2843,5396,382,7,413
7,1,572,15,198,14,7263,7,9140,884,185,57,871,2,1030,7,1091,39,2745,3275,457,2081,7264,3458,6141
19,8,4,51,123,59,201,559,1,585,8,971,7265,7,13,14,428,200,1560,607,11,0,0,0,0
86,8,388,400,1783,1,171,14,24,443,11,311,2,743,17,2741,453,3,284,2,1,443,0,0,0
10,400,8,1865,3,9,1,1271,18,2,5,380,14,1,443,0,0,0,0,0,0,0,0,0,0
4,1,226,2,63,380,1,443,646,410,2,200,25,91,53,111,3,63,284,0,0,0,0,0,0
6,515,8,13,24,1186,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,143,5,594,515,156,25,99,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,572,2,666,548,45,3,1,30,1,443,8,198,3,9,499,10,8,143,5,594,65,25,88,45
400,959,42,8,5,594,515,61,14,5,594,65,4,1,226,17,2026,2,5,380,521,18,14,1,443
666,8,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,323,3,320,6,19,8,13,543,1,171,2,200,14,1,443,15,24,652,2426,15,1,443,1699,0
7,1091,466,2081,6143,139,16,49,4494,3113,674,7,1,3459,2,16,67,18,63,288,210,21,84,13,403
1030,7,1091,230,45,407,3460,16,2427,1,67,2,1,23,2,35,358,2081,4497,3,16,1,329,1073,381
3,86,12,73,14,48,5397,2,9145,4,871,2,1973,990,57,33,9146,1,5398,2,1058,3461,343,45,919
634,7,7268,2,1,30,16,7269,1,275,244,4,1,1523,666,375,185,375,2207,2967,1375,2,591,52,516
10,102,991,2627,1,1701,2424,859,1,2533,1462,4,1,443,31,1491,15,3,1,1056,2,265,11,1,2739
10,545,6,4,51,113,4,19,39,1,23,2,35,873,1,70,263,0,0,0,0,0,0,0,0
54,24,4866,443,17,599,97,4,56,181,1562,1,275,6,666,8,13,901,10,8,13,142,3,238,0
231,39,38,3,9,2625,29,18,63,288,210,7,181,0,0,0,0,0,0,0,0,0,0,0,0
389,21,27,385,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,443,8,11,1,145,2,666,5,594,65,259,594,410,2,200,3,63,284,77,37,1704,2134,2619,2739
1,443,8,4866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,3,1298,3463,14,24,4493,706,7,5394,14,3904,1187,168,3,4498,59,15,3,6144,1,769,1128,1,284
11,1,2428,1777,2,1,443,395,1,175,7,287,18,16,284,52,2628,819,2,1,200,192,14,1,443
25,99,45,2,1,169,742,399,30,466,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,261,90,10,8,5,594,515,61,14,5,594,65,4,1,226,17,2026,2,41,380,521,18,14,112
59,1,150,6145,93,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,8,1,443,5,594,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,8,10,259,5,594,515,3,63,284,4,1,226,17,2026,2,5,380,16,10,2629,18,0,0,0
42,8,43,403,6,1,443,8,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13,710,4,1,30,32,548,45,3,1,386,30,2847,236,6,65,1404,5,511,2,274,2851,17,9147
11,1,145,2,666,1,69,8,366,1074,403,14,1,175,2,25,2422,53,5,2,1,30,16,236,0
188,1440,3,1,3269,2,788,1520,4,19,30,1,314,37,1865,3,9,1,1271,18,2,5,380,0,0
5,1,171,14,5,1864,443,17,1317,11,5,3270,17,56,311,2,1,743,17,2741,453,3,63,284,0
19,171,101,43,122,108,9148,567,1109,3,9,1,1271,18,2,5,380,94,47,193,13,413,9,59,363
34,600,3,913,1131,25,99,45,129,10,12,13,4,1,226,17,2026,2,5,380,3,9,490,130,10
143,1318,2852,6,1,171,2,743,14,5,1864,1974,3,63,284,97,282,3,5,594,515,14,5,594,65
19,7270,1,290,16,1,386,30,422,3,65,4,1,473,594,65,0,0,0,0,0,0,0,0,0
1,1276,497,8,3,1524,54,1,443,8,13,83,5,65,32,5,594,65,0,0,0,0,0,0,0
65,8,198,3,9,499,168,3,5,1734,4873,378,7,56,2968,2630,40,22,8,259,594,410,156,548,45
59,1,1735,69,8,54,1,443,8,259,594,410,3,63,284,0,0,0,0,0,0,0,0,0,0
40,59,10,8,5,594,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,50,5,594,515,3,63,284,1,311,11,1,56,743,27,9,2140,3,810,1,443,130,1,1402,378
443,8,259,5,594,515,14,1056,63,284,20,1,200,2,63,1222,17,1,70,3,2628,819,2,107,200
51,134,24,4866,443,8,15,21,26,73,13,5,159,5392,0,0,0,0,0,0,0,0,0,0,0
438,2,159,274,212,3106,66,7,1016,4,426,20,298,16,728,1,292,44,16,47,26,357,3,9,1376
1,158,2,1,443,8,1463,14,17,18,2206,11,1,428,284,7,168,3,1,298,0,0,0,0,0
196,2,1,428,284,11,1,1201,1277,11,1,145,2,1,443,8,2209,14,1,479,62,2,292,7,1784
1,66,2,1,284,15,104,231,56,3,2628,819,2,1,372,158,7,743,37,2209,14,64,292,0,0
1253,277,2084,6,55,5,511,78,9,356,15,259,410,3,63,284,0,0,0,0,0,0,0,0,0
86,82,10,325,15,1,7271,2,55,5,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,234,6,42,37,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,10,8,142,6,42,58,9,813,16,97,9,411,15,24,443,0,0,0,0,0,0,0,0,0
71,9,192,4,426,20,1,298,2,1,443,7,71,9,4,311,2,5,572,93,1,2141,2,1,443
1,114,551,8,1,960,2,24,443,478,108,543,5,1372,1003,11,1171,1299,336,7,200,7,3112,64,848
7266,46,2532,443,57,1030,7,1091,871,466,2081,6143,509,674,139,14,49,4494,9149,24,1003,4,1,268,1111
24,443,213,9,710,14,1,9150,2,5,281,2,142,7,432,287,0,0,0,0,0,0,0,0,0
86,97,9,388,8,3,1410,1411,16,37,1273,124,4,24,443,0,0,0,0,0,0,0,0,0,0
1074,63,925,284,7,172,17,5,242,259,163,11,1,175,7,287,139,16,284,52,2969,1,887,2,1298
19,1410,2,1,4877,1663,2,24,443,8,13,244,3,9,3901,0,0,0,0,0,0,0,0,0,0
2085,10,8,2203,383,11,1372,1038,3,2029,68,17,122,2,92,1411,7,528,9,363,15,3114,24,443,0
1038,3115,36,107,2,1,1017,39,1,617,680,47,37,3,9,356,15,24,443,11,1,145,2,1,30
1,268,551,8,3,1412,1038,16,37,13,20,284,15,55,32,1189,1,443,1274,543,15,24,479,353,331
2,3464,15,75,2,1,1864,31,1276,60,2534,3,6147,1,754,42,8,43,515,3,1,284,14,1,1864
10,8,543,1274,15,64,6148,2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1864,6,8,5,515,14,1,1864,3,1,359,156,9152,4878,1864,57,1030,7,1091,871,3281,2081,9153
338,89,2,63,288,4179,21,709,89,2,3464,16,8,153,11,1,145,2,1,1864,4,426,20,63,298
10,101,13,178,501,17,36,439,1,3464,12,1075,0,0,0,0,0,0,0,0,0,0,0,0,0
4,51,113,199,287,37,349,4,1,124,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,200,192,14,1,1222,1559,11,1,145,2,1,443,8,2209,14,1,298,17,14,717,61,44,1,298
22,5399,107,200,4,1444,11,1,572,2,5,3270,93,1,2141,2,1,443,0,0,0,0,0,0,0
6,86,61,1,1147,4,1,124,39,12,1,175,139,16,1,1222,28,34,1559,7,567,1411,2,1,1491
296,6,1,1347,12,1559,13,18,598,2,1,443,32,18,598,2,1,284,2,1,443,11,1,79,116
1,171,2,1,200,2,1,1222,3,1,284,32,1,507,14,1,284,2,274,3,250,55,200,3,109
313,2,543,5400,1,769,2,1,443,1128,1,284,2970,4879,4,426,20,1,79,11,16,47,28,34,284
4,51,113,92,1411,84,13,4180,1,1076,2,1,608,15,5,515,14,1,443,3,1,284,0,0,0
15,128,1,443,7,63,1222,1,1605,52,9,5,9154,65,1,706,1,511,2,284,15,5,449,0,0
34,2430,14,1,3464,7272,1,706,17,63,5393,77,52,17,52,13,9,1,359,4499,5,4500,29,1,3282
80,6,323,3,320,1018,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,8,6,15,128,1,284,1,171,2,200,3,1,284,8,2209,14,1,298,7,3897,717,2,1,443
24,1347,22,38,43,70,3,1,200,2,6,1347,1602,55,70,15,52,9,729,14,1,298,7,3897,717
2970,4879,14,79,2,1298,478,108,14,1,1736,18,16,200,37,248,17,543,727,9155,17,4,41,56,164
311,11,1,359,31,770,3,200,44,1,298,8,5,572,93,1,2141,2,1,443,4,426,20,1,298
341,2,1,284,2,1,443,3,281,299,24,1003,16,651,2348,3,5,847,1492,2,200,20,5,2031,9156
40,59,1,83,69,12,54,47,28,3465,4,849,59,0,0,0,0,0,0,0,0,0,0,0,0
51,134,21,27,13,481,3,2431,4,1,69,2,54,10,8,5401,383,0,0,0,0,0,0,0,0
8,356,4,666,62,15,24,443,7,143,5,480,65,259,410,3,107,77,1129,200,14,992,2,63,298
21,84,13,1202,3,6149,139,54,2853,1038,11,372,171,2,200,97,9,1149,188,1737,24,443,2,1,6150
10,8,432,6,4,51,113,1,124,1038,657,84,59,0,0,0,0,0,0,0,0,0,0,0,0
11,92,100,15,266,15,107,98,14,51,182,7,170,217,48,988,2,1089,21,27,385,1,35,0,0
48,3466,2,3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,28,1,264,2,253,4,272,1,1300,2,51,182,7,170,914,48,988,2,1089,7,48,455,0
21,207,20,109,7,11,1,100,47,197,21,27,385,1,35,0,0,0,0,0,0,0,0,0,0
48,926,2,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,58,9,675,11,1,100,16,26,34,98,14,51,182,7,170,914,48,988,2,1089,7,48,455
48,744,2,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,28,1,264,2,253,4,272,1,1300,2,51,182,7,170,914,48,988,2,1089,7,48,455,0
21,207,20,109,7,11,1,100,47,197,21,27,385,1,35,0,0,0,0,0,0,0,0,0,0
48,6151,2,7273,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,28,1,264,2,253,4,272,1,1300,2,48,744,2,944,7,48,972,0,0,0,0,0,0
2349,51,48,21,262,4501,199,1493,3,1,35,7,4,1,226,2,189,1,2631,290,991,7274,14,48,972
3283,21,26,18,970,642,6,1,1738,123,8,6,3905,14,48,744,2,944,0,0,0,0,0,0,0
21,306,143,207,6,1,35,58,9,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,264,2,253,4,272,1,1300,2,51,182,7,170,914,48,972,48,744,2,944,7,48,1525,2,1705
6152,851,3,1,127,2,109,1171,32,102,6152,851,3,49,803,1040,11,145,16,28,43,472,20,49,850
100,296,14,48,744,7,48,1525,21,238,6,1,290,684,14,1,23,2,35,12,568,7,58,9,1599
21,27,1224,68,229,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,190,248,4,1,2210,7,6,20,567,609,1445,7275,205,213,9,98,3,782,1,718,365,2,1,269
1736,19,242,52,1464,3,1,945,365,2,1,269,116,4503,32,1,242,8,310,3,820,2086,4,159,1127
4,9159,57,52,9160,547,1019,2087,9161,6153,9162,4880,296,0,0,0,0,0,0,0,0,0,0,0,0
19,3906,1,718,365,2,1,269,55,5,226,4183,3,1059,5,1151,1204,2,2086,4,1,1112,2,1,62
10,8,1494,6,1,290,98,3,1,973,14,48,744,7,48,1525,101,13,3906,1,718,365,2,1,269
850,31,902,139,439,22,1413,674,991,1132,6,1,2210,28,1,121,11,16,1,387,1699,7,4184,132,742
2632,28,201,7276,6,55,5,317,82,13,251,94,22,7,4182,433,4881,408,11,49,803,31,993,215,4185
389,21,27,385,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,285,37,252,20,1,110,2,24,386,317,804,4,5,1017,300,0,0,0,0,0,0,0,0,0
199,1411,37,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1017,300,8,1414,11,131,4,5,1254,3117,2,283,181,0,0,0,0,0,0,0,0,0,0,0
10,8,13,418,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,169,27,9,509,1319,40,10,78,13,9,674,139,15,212,1,141,221,18,80,1736,0,0,0,0
389,1,2278,2,1,1225,1278,2,5,174,39,3,63,386,8,872,609,0,0,0,0,0,0,0,0
1,1279,2,226,8,6,5,1017,300,52,9,1826,4,181,11,16,10,12,13,1414,0,0,0,0,0
418,4,5,174,39,1637,6,19,38,1301,167,1,386,2,1,300,920,13,3,9,1280,14,1,1225,1278
1,154,6,1,69,1415,1,110,2,24,386,317,8,102,1031,0,0,0,0,0,0,0,0,0,0
1,173,2,55,5,317,8,7277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9163,1,2533,7,4186,1205,3907,7,10,2429,1,300,3,9,248,4,5,3117,2,283,1971,0,0,0
1074,107,192,14,1,1077,172,14,2277,11,462,5,2211,196,15,2350,4,1113,3,5,792,196,15,927,2747
1,110,2,55,5,317,8,13,651,5,69,2,290,0,0,0,0,0,0,0,0,0,0,0,0
4,5,164,16,5403,63,173,478,108,4,5,164,16,3285,1,269,46,708,1074,107,2084,14,1,1077,172
2,226,24,386,317,52,26,19,121,32,40,59,10,58,84,59,900,7,6156,0,0,0,0,0,0
2279,11,1,39,2,5,423,1348,7,7278,24,386,317,3,4504,10,11,131,90,42,37,127,17,122,3469
215,90,10,8,1255,3,197,745,3,771,32,10,52,9,248,4,56,140,102,90,63,131,8,122,6157
124,39,1,3469,50,7279,77,521,18,5,380,4,4867,834,7,231,2,439,102,521,18,33,288,480,380
1,387,851,581,3,1,3469,1171,7,102,3,231,2,109,2538,0,0,0,0,0,0,0,0,0,0
